결산년도,주가,자본총계,매출액,영업이익,당기순익,영업흐름,BPS,PBR,부채율,매출증가,영익률,지배ROE,매출이익,company,inudstry,year,quarter
19년09월(3Q),15200.0,1577.0,693.0,-22.0,-1.0,66.0,8417.0,1.81,136.04,-28.48,-3.17,-0.1,79.78,모두투어,여행사,19,3Q
19년06월(2Q),19700.0,1590.0,706.0,-2.0,-8.0,-78.0,8425.0,2.34,141.4,-14.45,-0.27,-2.03,84.82,모두투어,여행사,19,2Q
19년03월(1Q),23100.0,1622.0,923.0,91.0,83.0,129.0,8479.0,2.72,119.39,-15.43,9.9,24.29,80.39,모두투어,여행사,19,1Q
18년12월(4Q),24100.0,1612.0,764.0,4.0,7.0,112.0,8402.0,2.87,107.57,-22.33,0.46,2.97,82.76,모두투어,여행사,18,4Q
18년09월(3Q),25150.0,1596.0,969.0,27.0,12.0,88.0,8294.0,3.03,106.86,-2.31,2.82,3.52,69.18,모두투어,여행사,18,3Q
18년06월(2Q),27200.0,1625.0,826.0,41.0,26.0,64.0,8236.0,3.3,113.21,-1.88,4.91,7.88,82.34,모두투어,여행사,18,2Q
18년03월(1Q),39350.0,1625.0,1092.0,95.0,77.0,80.0,8097.0,4.86,110.83,20.74,8.68,22.91,73.09,모두투어,여행사,18,1Q
17년12월(4Q),30500.0,1644.0,983.0,75.0,50.0,125.0,8196.0,3.72,113.2,66.51,7.59,14.52,73.86,모두투어,여행사,17,4Q
17년09월(3Q),24250.0,1558.0,992.0,81.0,58.0,128.0,7905.0,3.07,106.54,54.46,8.21,18.3,70.3,모두투어,여행사,17,3Q
17년06월(2Q),31650.0,1250.0,841.0,73.0,60.0,98.0,7606.0,4.16,87.43,55.0,8.71,21.27,76.42,모두투어,여행사,17,2Q
17년03월(1Q),38650.0,1038.0,904.0,110.0,81.0,31.0,7009.0,3.68,107.16,51.86,12.18,31.21,78.48,모두투어,여행사,17,1Q
16년12월(4Q),28950.0,1027.0,591.0,38.0,25.0,61.0,6983.0,2.77,104.94,11.63,6.46,10.97,94.89,모두투어,여행사,16,4Q
16년09월(3Q),28800.0,1042.0,642.0,83.0,68.0,125.0,6838.0,2.81,92.9,24.78,12.97,26.59,95.53,모두투어,여행사,16,3Q
16년06월(2Q),27700.0,1011.0,543.0,37.0,33.0,51.0,6485.0,2.85,87.92,9.43,6.75,14.23,94.81,모두투어,여행사,16,2Q
16년03월(1Q),30100.0,979.0,595.0,43.0,33.0,80.0,6302.0,3.19,87.8,18.22,7.26,14.2,95.88,모두투어,여행사,16,1Q
15년12월(4Q),33700.0,997.0,529.0,17.0,2.0,-123.0,6359.0,3.53,83.1,29.43,3.23,1.12,95.93,모두투어,여행사,15,4Q
15년09월(3Q),38350.0,1050.0,515.0,33.0,30.0,258.0,6349.0,4.03,76.75,9.47,6.48,12.44,96.29,모두투어,여행사,15,3Q
15년06월(2Q),33200.0,1020.0,496.0,52.0,40.0,-72.0,6177.0,3.59,65.12,36.1,10.4,16.47,95.63,모두투어,여행사,15,2Q
15년03월(1Q),33100.0,1173.0,504.0,63.0,56.0,-93.0,5962.0,3.7,90.82,24.76,12.42,22.79,96.09,모두투어,여행사,15,1Q
14년12월(4Q),24200.0,1091.0,409.0,45.0,39.0,61.0,5975.0,2.7,105.66,13.71,10.96,14.56,94.83,모두투어,여행사,14,4Q
14년09월(3Q),22500.0,1053.0,470.0,70.0,32.0,136.0,5796.0,2.59,107.44,6.98,14.9,18.61,98.04,모두투어,여행사,14,3Q
14년06월(2Q),23700.0,944.0,364.0,21.0,18.0,-3.0,5549.0,2.85,106.75,19.18,5.85,10.05,98.78,모두투어,여행사,14,2Q
14년03월(1Q),24450.0,936.0,404.0,30.0,51.0,100.0,5469.0,2.98,75.22,10.6,7.43,23.36,99.05,모두투어,여행사,14,1Q
13년12월(4Q),22950.0,898.0,359.0,38.0,41.0,-76.0,5516.0,2.78,69.68,4.74,10.64,17.73,98.97,모두투어,여행사,13,4Q
13년09월(3Q),24200.0,864.0,439.0,72.0,62.0,146.0,5296.0,3.05,89.43,8.04,16.36,31.92,99.14,모두투어,여행사,13,3Q
13년06월(2Q),26600.0,811.0,306.0,52.666666666666664,8.0,52.0,4947.0,3.59,89.66,2.9,-0.05,5.93,98.71,모두투어,여행사,13,2Q
13년03월(1Q),28200.0,820.0,365.0,48.0,42.0,33.0,4902.0,3.84,79.07,9.98,13.14,21.34,98.94,모두투어,여행사,13,1Q
12년12월(4Q),30100.0,842.0,343.0,53.0,36.0,115.0,4958.0,4.05,76.69,6.415,15.33,19.23,98.67,모두투어,여행사,12,4Q
12년09월(3Q),25300.0,809.0,392.0,76.0,65.0,44.0,4712.0,3.58,68.24,7.84,19.5,33.49,100.0,모두투어,여행사,12,3Q
12년06월(2Q),19800.0,744.0,285.0,28.0,23.0,49.0,4368.0,3.02,79.52,10.39,9.91,12.67,100.0,모두투어,여행사,12,2Q
12년03월(1Q),30000.0,722.0,325.0,59.0,51.0,33.0,4246.0,3.14,80.26,-3.95,18.24,28.23,100.0,모두투어,여행사,12,1Q
11년09월(3Q),27000.0,716.0,363.0,61.0,52.0,82.0,4214.0,2.85,79.36,-0.35,16.92,30.14,100.0,모두투어,여행사,11,3Q
11년06월(2Q),38000.0,662.0,258.0,17.0,19.0,60.0,3931.0,4.3,81.42,-2.05,6.46,11.33,100.0,모두투어,여행사,11,2Q
11년03월(1Q),34550.0,646.0,339.0,79.0,62.0,-33.0,3844.0,4.0,79.63,35.41,23.36,38.96,100.0,모두투어,여행사,11,1Q
09년12월(4Q),27900.0,502.0,165.0,-7.0,-2.0,88.0,3086.0,4.02,71.5,30.08,-4.33,-1.21,100.0,모두투어,여행사,9,4Q
09년09월(3Q),17950.0,504.0,178.0,4.0,4.0,-21.0,3094.0,2.58,33.84,-22.93,2.19,3.42,100.0,모두투어,여행사,9,3Q
09년06월(2Q),14550.0,500.0,140.0,3.0,4.0,8.0,3071.0,2.11,46.67,-32.95,1.98,3.38,100.0,모두투어,여행사,9,2Q
09년03월(1Q),15700.0,495.0,130.0,3.0,5.0,-21.0,3049.0,2.29,45.53,-50.86,2.5,4.19,100.0,모두투어,여행사,9,1Q
08년12월(4Q),10300.0,492.0,127.0,-36.0,-39.0,-114.0,3030.0,1.51,51.99,-44.39,-28.54,-30.18,100.0,모두투어,여행사,8,4Q
08년09월(3Q),15550.0,531.0,231.0,10.0,12.0,99.0,3234.0,2.14,72.06,-21.64,4.24,9.06,100.0,모두투어,여행사,8,3Q
08년06월(2Q),23500.0,567.0,209.0,-18.0,-13.0,-74.0,3169.0,3.3,63.72,8.1,-8.36,-8.94,100.0,모두투어,여행사,8,2Q
08년03월(1Q),34150.0,580.0,265.0,53.0,45.0,34.0,3237.0,4.7,63.65,16.91,19.98,31.24,100.0,모두투어,여행사,8,1Q
07년12월(4Q),52900.0,576.0,228.0,26.0,21.0,-12.0,3126.0,7.53,69.07,17.56,11.33,14.43,100.0,모두투어,여행사,7,4Q
07년09월(3Q),56000.0,571.0,295.0,50.0,41.0,106.0,3020.0,8.25,71.71,47.7,16.94,29.97,100.0,모두투어,여행사,7,3Q
07년06월(2Q),48400.0,519.0,194.0,17.0,11.0,91.0,2812.0,7.66,59.04,56.73,8.73,8.41,100.0,모두투어,여행사,7,2Q
07년03월(1Q),39900.0,507.0,227.0,50.0,41.0,-9.0,2749.0,6.46,43.18,54.67,22.23,33.52,100.0,모두투어,여행사,7,1Q
06년12월(4Q),26500.0,480.0,194.0,21.0,18.0,-68.0,2604.0,4.53,47.46,106.17,10.75,15.28,100.0,모두투어,여행사,6,4Q
06년09월(3Q),22850.0,472.0,200.0,44.0,35.0,112.0,2495.0,4.08,56.86,56.3,21.96,31.09,100.0,모두투어,여행사,6,3Q
06년06월(2Q),27350.0,437.0,124.0,2.0,4.0,12.0,2313.0,5.26,39.31,44.58,1.59,5.13,100.0,모두투어,여행사,6,2Q
06년03월(1Q),34800.0,166.0,147.0,31.0,24.0,50.0,1059.0,8.47,83.39,80.14,21.05,62.46,100.0,모두투어,여행사,6,1Q
05년12월(4Q),26700.0,146.0,94.0,4.0,4.0,27.0,930.0,7.4,81.62,6.415,4.41,12.42,100.0,모두투어,여행사,5,4Q
05년09월(3Q),17150.0,142.0,128.0,22.0,17.0,37.0,902.0,4.9,68.85,6.415,16.87,64.48,100.0,모두투어,여행사,5,3Q
19년12월(4Q),120500.0,763658.0,278241.0,11644.0,7721.0,-9008.0,258478.0,0.47,154.71,10.28,4.18,4.6,16.86,현대차,자동차,19,4Q
19년09월(3Q),134000.0,760252.0,269689.0,3785.0,4605.0,-4517.0,257204.0,0.52,152.11,10.38,1.4,2.45,16.42,현대차,자동차,19,3Q
19년06월(2Q),140000.0,756826.0,269664.0,12377.0,9993.0,8373.0,256125.0,0.55,149.05,9.12,4.59,5.34,17.14,현대차,자동차,19,2Q
19년03월(1Q),119500.0,742079.0,239871.0,8249.0,9538.0,9350.0,251226.0,0.48,146.15,6.91,3.44,4.87,16.31,현대차,자동차,19,1Q
18년12월(4Q),118500.0,738960.0,252305.0,5011.0,-2033.0,3089.0,249619.0,0.47,144.47,2.98,1.99,-0.76,16.07,현대차,자동차,18,4Q
18년09월(3Q),129500.0,749240.0,244337.0,2889.0,3060.0,8206.0,252762.0,0.51,139.94,0.96,1.18,1.56,15.11,현대차,자동차,18,3Q
18년06월(2Q),125500.0,749532.0,247118.0,9508.0,8107.0,13345.0,249658.0,0.5,139.26,1.66,3.85,4.06,15.89,현대차,자동차,18,2Q
18년03월(1Q),143500.0,744801.0,224366.0,6813.0,7316.0,13002.0,247114.0,0.58,135.73,-3.98,3.04,3.87,15.45,현대차,자동차,18,1Q
17년12월(4Q),156000.0,747574.0,245008.0,7752.0,12879.0,16093.0,247807.0,0.63,138.37,-0.15,3.16,5.98,17.22,현대차,자동차,17,4Q
17년09월(3Q),150500.0,745984.0,242013.0,12042.0,9392.0,3735.0,247936.0,0.61,143.29,9.59,4.98,4.96,17.93,현대차,자동차,17,3Q
17년06월(2Q),159500.0,736780.0,243080.0,13445.0,9136.0,9812.0,245191.0,0.65,142.62,-1.49,5.53,4.84,19.45,현대차,자동차,17,2Q
17년03월(1Q),157500.0,717746.0,233660.0,12508.0,14057.0,9584.0,239045.0,0.66,141.37,4.54,5.35,7.96,18.37,현대차,자동차,17,1Q
16년12월(4Q),146000.0,723446.0,245380.0,10212.0,10688.0,5123.0,241103.0,0.61,147.2,-0.92,4.16,6.09,18.47,현대차,자동차,16,4Q
16년09월(3Q),135500.0,692473.0,220837.0,10681.0,11188.0,2072.0,230803.0,0.59,141.28,-5.74,4.84,6.61,17.63,현대차,자동차,16,3Q
16년06월(2Q),135500.0,691758.0,246767.0,17618.0,17639.0,10921.0,230680.0,0.59,145.34,8.13,7.14,10.45,20.36,현대차,자동차,16,2Q
16년03월(1Q),152500.0,675012.0,223506.0,13424.0,17681.0,-8147.0,225276.0,0.68,144.63,6.72,6.01,10.82,18.97,현대차,자동차,16,1Q
15년12월(4Q),149000.0,668814.0,247648.0,15151.0,15294.0,-8405.0,222828.0,0.67,147.26,5.05,6.12,10.57,19.05,현대차,자동차,15,4Q
15년09월(3Q),164000.0,665753.0,234296.0,15039.0,12060.0,-3701.0,220979.0,0.74,140.31,10.1,6.42,7.72,19.48,현대차,자동차,15,3Q
15년06월(2Q),136000.0,653579.0,228216.0,17509.0,17904.0,9847.0,216467.0,0.63,135.04,0.3,7.67,11.52,20.34,현대차,자동차,15,2Q
15년03월(1Q),168500.0,630934.0,209428.0,15880.0,19833.0,14743.0,208963.0,0.81,133.99,-3.26,7.58,13.2,20.68,현대차,자동차,15,1Q
14년12월(4Q),169000.0,626206.0,235742.0,18757.0,16564.0,-25679.0,206420.0,0.82,135.11,7.46,7.96,11.61,21.17,현대차,자동차,14,4Q
14년09월(3Q),190500.0,615048.0,212804.0,16487.0,16151.0,7459.0,201935.0,0.94,129.78,2.21,7.75,10.89,21.24,현대차,자동차,14,3Q
14년06월(2Q),229500.0,597097.0,227526.0,20872.0,23499.0,14548.0,196000.0,1.17,131.57,-1.86,9.17,16.62,21.28,현대차,자동차,14,2Q
14년03월(1Q),251000.0,579377.0,216490.0,19384.0,20281.0,24881.0,190327.0,1.32,136.95,1.32,8.95,14.68,22.07,현대차,자동차,14,1Q
13년12월(4Q),236500.0,565828.0,219377.0,20304.0,21298.0,-30319.0,185863.0,1.27,135.8,-3.44,9.26,16.16,21.98,현대차,자동차,13,4Q
13년09월(3Q),251000.0,539206.0,208194.0,20101.0,22524.0,-7037.0,178496.0,1.41,139.66,5.97,9.66,17.44,22.12,현대차,자동차,13,3Q
13년06월(2Q),225500.0,522993.0,231834.0,24065.0,25235.0,36117.0,173192.0,1.3,148.0,5.67,10.38,20.43,22.94,현대차,자동차,13,2Q
13년03월(1Q),224000.0,497064.0,213671.0,18685.0,20878.0,13323.0,163978.0,1.37,151.58,5.96,8.74,17.34,22.02,현대차,자동차,13,1Q
12년12월(4Q),218500.0,479176.0,227190.0,18328.0,18937.0,4770.0,158218.0,1.38,153.64,10.72,8.07,16.44,22.04,현대차,자동차,12,4Q
12년09월(3Q),252000.0,469629.0,196456.0,19772.0,21668.0,15577.0,155003.0,1.63,153.56,3.65,10.06,19.23,22.63,현대차,자동차,12,3Q
12년06월(2Q),232500.0,449018.0,219402.0,25381.0,25480.0,17120.0,148239.0,1.57,159.89,9.2,11.57,24.41,24.65,현대차,자동차,12,2Q
12년03월(1Q),233000.0,424373.0,201649.0,20925.0,24527.0,15930.0,140570.0,1.66,168.73,10.59,10.38,24.19,23.01,현대차,자동차,12,1Q
11년12월(4Q),213000.0,403277.0,205190.0,21108.0,20025.0,8908.0,133957.0,1.59,171.48,10.68,10.29,21.5,24.06,현대차,자동차,11,4Q
11년09월(3Q),211000.0,385762.0,189540.0,20956.0,19183.0,239.0,128011.0,1.65,176.94,14.5,11.06,21.0,25.84,현대차,자동차,11,3Q
11년06월(2Q),237000.0,366953.0,200916.0,20999.0,23073.0,22530.0,121121.0,1.96,179.2,19.09,10.45,26.23,24.42,현대차,자동차,11,2Q
11년03월(1Q),203000.0,345061.0,182334.0,17226.0,18768.0,9645.0,113935.0,1.78,183.45,21.38,9.45,22.71,22.8,현대차,자동차,11,1Q
09년12월(4Q),121000.0,220290.0,96490.0,8372.0,9455.0,23415.0,79771.0,1.52,60.91,9.27,8.68,17.5,22.12,현대차,자동차,9,4Q
09년09월(3Q),111500.0,211841.0,80984.0,5868.0,9792.0,11710.0,76722.0,1.45,61.72,33.76,7.25,18.78,21.46,현대차,자동차,9,3Q
09년06월(2Q),74100.0,205184.0,80799.0,6573.0,8119.0,21527.0,74399.0,1.0,61.24,-11.28,8.13,16.07,21.75,현대차,자동차,9,2Q
09년03월(1Q),55500.0,198953.0,60320.0,1538.0,2250.0,1792.0,72214.0,0.77,63.43,-26.42,2.55,4.55,22.3,현대차,자동차,9,1Q
08년12월(4Q),39500.0,196523.0,88306.0,5810.0,2435.0,5686.0,71361.0,0.55,63.68,1.07,6.58,4.97,24.58,현대차,자동차,8,4Q
08년09월(3Q),73500.0,195410.0,60546.0,1045.0,2648.0,-1872.0,71083.0,1.03,56.93,-14.53,1.73,5.46,19.22,현대차,자동차,8,3Q
08년06월(2Q),71000.0,192686.0,91068.0,6625.0,5469.0,6512.0,70129.0,1.01,64.57,12.75,7.28,11.58,22.5,현대차,자동차,8,2Q
08년03월(1Q),78900.0,185016.0,81978.0,5291.0,3927.0,9073.0,67439.0,1.17,66.23,21.97,6.45,8.56,21.33,현대차,자동차,8,1Q
07년12월(4Q),71600.0,182026.0,87375.0,6378.0,3380.0,8408.0,66390.0,1.08,62.54,15.21,7.3,7.52,20.73,현대차,자동차,7,4Q
07년09월(3Q),73900.0,177651.0,70839.0,3562.0,4255.0,2141.0,64887.0,1.14,59.86,20.33,5.03,9.74,18.46,현대차,자동차,7,3Q
07년06월(2Q),73000.0,171952.0,80769.0,6228.0,6115.0,13045.0,62912.0,1.16,65.4,15.34,7.71,14.64,20.13,현대차,자동차,7,2Q
07년03월(1Q),66100.0,162301.0,67213.0,3287.0,3074.0,-530.0,59529.0,1.11,63.39,-2.04,4.89,7.62,18.38,현대차,자동차,7,1Q
06년12월(4Q),67400.0,160508.0,75841.0,3067.0,4868.0,13557.0,58901.0,1.14,64.66,-6.57,4.04,12.36,16.93,현대차,자동차,6,4Q
06년09월(3Q),81000.0,154443.0,58869.0,1833.0,2938.0,-1697.0,56862.0,1.42,62.87,-4.27,3.11,7.69,16.95,현대차,자동차,6,3Q
06년06월(2Q),80600.0,151362.0,70028.0,4091.0,4031.0,1712.0,55779.0,1.44,69.09,0.81,5.84,10.77,19.2,현대차,자동차,6,2Q
06년03월(1Q),81700.0,147982.0,68615.0,3353.0,3424.0,-978.0,54591.0,1.5,78.76,11.2,4.89,9.18,18.95,현대차,자동차,6,1Q
05년12월(4Q),97300.0,150530.0,81173.0,3355.0,6909.0,17501.0,55544.0,1.75,77.12,7.63,4.13,18.83,18.32,현대차,자동차,5,4Q
05년09월(3Q),81500.0,142974.0,61497.0,2681.0,5349.0,1961.0,52946.0,1.54,71.62,-5.97,4.36,15.28,18.61,현대차,자동차,5,3Q
05년06월(2Q),57500.0,137018.0,69465.0,4579.0,6132.0,6682.0,50814.0,1.13,76.1,-3.3,6.59,18.17,20.14,현대차,자동차,5,2Q
05년03월(1Q),55000.0,132944.0,61702.0,3227.0,5098.0,-1017.0,48818.0,1.13,81.96,-0.6,5.23,15.46,18.92,현대차,자동차,5,1Q
04년12월(4Q),55500.0,130848.0,75417.0,3438.0,3846.0,17765.0,46419.0,1.2,86.63,3.98,4.56,11.57,21.65,현대차,자동차,4,4Q
04년09월(3Q),53100.0,135205.0,65401.0,4637.0,4210.0,3272.0,48028.0,1.11,80.75,29.56,7.09,12.74,23.47,현대차,자동차,4,3Q
04년06월(2Q),44450.0,129224.0,71833.0,7125.0,4944.0,17344.0,45904.0,0.97,87.41,9.15,9.92,15.51,25.8,현대차,자동차,4,2Q
04년03월(1Q),52400.0,125859.0,62073.0,4614.0,4455.0,-2487.0,44528.0,1.18,97.8,2.0,7.43,14.42,26.63,현대차,자동차,4,1Q
03년12월(4Q),50500.0,121299.0,72529.0,7465.0,4765.0,16937.0,42918.0,1.18,96.89,6.24,10.29,16.04,25.58,현대차,자동차,3,4Q
03년09월(3Q),33100.0,116318.0,50479.0,2516.0,3016.0,1989.0,41179.0,0.8,92.77,-19.16,4.98,10.53,24.9,현대차,자동차,3,3Q
03년06월(2Q),31600.0,112726.0,65811.0,6247.0,5709.0,4230.0,39913.0,0.79,99.28,13.3,9.49,20.97,28.32,현대차,자동차,3,2Q
03년03월(1Q),24000.0,105086.0,60854.0,6129.0,4176.0,10231.0,37208.0,0.65,106.56,7.02,10.07,15.93,28.63,현대차,자동차,3,1Q
02년12월(4Q),27750.0,104608.0,68269.0,3017.0,2539.0,38.75,37053.0,0.75,99.48,22.82,4.42,9.8,20.66,현대차,자동차,2,4Q
02년09월(3Q),27900.0,102707.0,62442.0,4154.0,2962.0,38.75,36385.0,0.77,112.64,6.68,6.65,11.64,24.28,현대차,자동차,2,3Q
02년06월(2Q),36150.0,100894.0,58086.0,3114.0,3068.0,38.75,35771.0,1.01,106.58,-3.76,5.36,12.31,25.22,현대차,자동차,2,2Q
02년03월(1Q),41900.0,98457.0,56861.0,5776.0,5866.0,38.75,34944.0,1.2,112.89,12.42,10.16,24.5,27.22,현대차,자동차,2,1Q
01년12월(4Q),26900.0,93130.0,55584.0,3406.0,2514.0,38.75,33011.0,0.81,110.81,8.21,6.13,11.05,21.09,현대차,자동차,1,4Q
01년09월(3Q),16800.0,88950.0,58531.0,6463.0,3035.0,38.75,31499.0,0.53,125.99,26.61,11.04,13.94,25.44,현대차,자동차,1,3Q
01년06월(2Q),28300.0,85207.0,60358.0,5959.0,3345.0,38.75,30208.0,0.94,129.62,44.07,9.87,16.1,25.91,현대차,자동차,1,2Q
01년03월(1Q),17200.0,81050.0,50577.0,5138.0,2760.0,38.75,28733.0,0.6,132.11,18.12,10.16,14.04,23.75,현대차,자동차,1,1Q
00년12월(4Q),12100.0,76229.0,51365.0,4714.0,2150.0,38.75,27295.0,0.44,135.71,18.12,9.18,11.18,22.69,현대차,자동차,0,4Q
00년09월(3Q),14500.0,77667.0,46231.0,2336.0,1425.0,38.75,27751.0,0.52,123.03,18.12,5.05,7.56,21.74,현대차,자동차,0,3Q
00년06월(2Q),14300.0,73055.0,41896.0,3125.0,947.0,38.75,27777.0,0.51,127.96,18.12,7.46,5.14,21.18,현대차,자동차,0,2Q
00년03월(1Q),13400.0,74277.0,42818.0,2957.0,2157.0,38.75,27537.0,0.49,128.9,18.12,6.91,11.8,22.04,현대차,자동차,0,1Q
19년09월(3Q),25900.0,700245.0,159123.0,12393.0,2411.0,35699.0,106907.0,0.24,176.87,-3.03,7.79,1.3,11.58,한국전력,공기업,19,3Q
19년06월(2Q),25550.0,697912.0,130710.0,-2987.0,-4122.0,13221.0,106578.0,0.24,176.1,-2.0,-2.28,-2.61,2.74,한국전력,공기업,19,2Q
19년03월(1Q),29900.0,702656.0,152484.0,-6299.0,-7612.0,23398.0,107375.0,0.28,172.62,-2.91,-4.13,-4.54,-0.02,한국전력,공기업,19,1Q
18년12월(4Q),33100.0,710928.0,151746.0,-7885.0,-7427.0,-2966.0,108641.0,0.3,160.57,-2.45,-5.2,-4.54,-0.18,한국전력,공기업,18,4Q
18년09월(3Q),29350.0,719374.0,164098.0,13952.0,7373.0,35523.0,110017.0,0.27,159.64,1.37,8.5,4.03,12.23,한국전력,공기업,18,3Q
18년06월(2Q),32000.0,712784.0,133372.0,-6871.0,-9186.0,-2107.0,108998.0,0.29,160.65,3.18,-5.15,-5.39,-0.32,한국전력,공기업,18,2Q
18년03월(1Q),32850.0,721980.0,157060.0,-1276.0,-2505.0,36351.0,110478.0,0.3,154.89,3.69,-0.81,-1.56,3.07,한국전력,공기업,18,1Q
17년12월(4Q),38150.0,729646.0,155550.0,-1294.0,-13468.0,21553.0,111660.0,0.34,149.15,1.76,-0.83,-7.67,5.24,한국전력,공기업,17,4Q
17년09월(3Q),39000.0,744446.0,161877.0,27729.0,15292.0,40747.0,113841.0,0.34,140.79,1.53,17.13,8.26,21.05,한국전력,공기업,17,3Q
17년06월(2Q),40800.0,728700.0,129255.0,8465.0,3589.0,16338.0,111423.0,0.37,146.93,-2.64,6.55,1.83,11.42,한국전력,공기업,17,2Q
17년03월(1Q),46450.0,724301.0,151466.0,14632.0,9000.0,33861.0,110782.0,0.42,145.01,-3.43,9.66,4.86,13.31,한국전력,공기업,17,1Q
16년12월(4Q),44050.0,730505.0,152861.0,12676.0,2795.0,22455.0,111725.0,0.39,143.44,4.04,8.29,1.53,13.64,한국전력,공기업,16,4Q
16년09월(3Q),54000.0,723045.0,159435.0,44242.0,29382.0,52663.0,110607.0,0.49,143.75,3.06,27.75,16.73,32.27,한국전력,공기업,16,3Q
16년06월(2Q),60400.0,696396.0,132754.0,27045.0,17678.0,32838.0,106451.0,0.57,151.57,-2.9,20.37,10.23,24.83,한국전력,공기업,16,2Q
16년03월(1Q),60200.0,679782.0,156853.0,36053.0,21628.0,57249.0,103919.0,0.58,160.07,3.71,22.99,12.81,26.23,한국전력,공기업,16,1Q
15년12월(4Q),50000.0,679425.0,146921.0,26788.0,15750.0,36798.0,103798.0,0.48,157.95,-1.43,18.23,9.44,22.43,한국전력,공기업,15,4Q
15년09월(3Q),49000.0,663851.0,154700.0,43401.0,92764.0,56383.0,101419.0,0.48,163.58,3.77,28.05,61.06,31.44,한국전력,공기업,15,3Q
15년06월(2Q),45800.0,570533.0,136718.0,20880.0,13419.0,28078.0,86951.0,0.53,198.11,6.07,15.27,9.48,19.31,한국전력,공기업,15,2Q
15년03월(1Q),46000.0,555252.0,151239.0,22399.0,12231.0,48172.0,84660.0,0.54,200.44,2.38,14.81,8.89,17.86,한국전력,공기업,15,1Q
14년12월(4Q),42700.0,548250.0,149054.0,8696.0,4771.0,23017.0,83496.0,0.51,198.6,4.42,5.83,3.42,9.36,한국전력,공기업,14,4Q
14년09월(3Q),48200.0,535243.0,149075.0,28616.0,15690.0,40978.0,82720.0,0.58,201.15,4.34,19.2,12.03,22.14,한국전력,공기업,14,3Q
14년06월(2Q),37300.0,517280.0,128893.0,8292.0,1915.0,19891.0,79941.0,0.47,207.13,10.39,6.43,1.22,10.49,한국전력,공기업,14,2Q
14년03월(1Q),36450.0,518939.0,147726.0,12271.0,5613.0,36571.0,80126.0,0.45,202.62,7.06,8.31,4.22,11.26,한국전력,공기업,14,1Q
13년12월(4Q),34750.0,514507.0,142744.0,4080.0,6251.0,17535.0,79446.0,0.44,202.28,9.57,2.86,4.78,6.5,한국전력,공기업,13,4Q
13년09월(3Q),30050.0,505560.0,142880.0,15473.0,9737.0,14105.0,78159.0,0.38,201.54,6.78,10.83,7.71,14.44,한국전력,공기업,13,3Q
13년06월(2Q),26500.0,499432.0,116763.0,-10941.0,-15849.0,7122.0,76962.0,0.34,204.63,15.93,-9.37,-13.08,-5.55,한국전력,공기업,13,2Q
13년03월(1Q),30300.0,512345.0,137991.0,6578.0,1604.0,30077.0,79129.0,0.38,191.45,6.64,4.77,1.07,7.97,한국전력,공기업,13,1Q
12년12월(4Q),30450.0,510642.0,130276.0,-4221.0,-17562.0,21323.0,78868.0,0.39,186.21,10.26,-3.24,-14.06,0.4,한국전력,공기업,12,4Q
12년09월(3Q),27900.0,522089.0,133812.0,19063.0,9562.0,6803.0,81518.0,0.34,175.57,14.13,14.25,7.35,17.64,한국전력,공기업,12,3Q
12년06월(2Q),25650.0,513359.0,100722.0,-20603.0,-17651.0,-5163.0,80192.0,0.32,174.29,10.49,-20.46,-13.8,-15.99,한국전력,공기업,12,2Q
12년03월(1Q),22400.0,532921.0,129405.0,-2418.0,-5129.0,16206.0,83279.0,0.27,159.3,19.82,-1.87,-4.06,1.23,한국전력,공기업,12,1Q
11년12월(4Q),25550.0,538040.0,118149.0,-7003.0,-19805.0,12378.0,84135.0,0.3,153.64,10.94,-5.93,-14.77,-1.77,한국전력,공기업,11,4Q
11년09월(3Q),21050.0,555810.0,117249.0,13542.0,2928.0,17428.0,86995.0,0.24,142.4,5.81,11.55,1.94,15.3,한국전력,공기업,11,3Q
11년06월(2Q),28350.0,553221.0,91162.0,-10064.0,-10614.0,4196.0,86647.0,0.33,137.47,10.56,-11.04,-7.83,-6.25,한국전력,공기업,11,2Q
11년03월(1Q),26900.0,565812.0,107997.0,-6680.0,-5439.0,7445.0,88680.0,0.3,130.23,13.32,-6.18,-3.89,-2.63,한국전력,공기업,11,1Q
09년12월(4Q),34100.0,410879.0,86313.0,-6449.0,-3664.0,7904.0,65199.0,0.52,70.33,5.5,-7.47,-3.57,-3.79,한국전력,공기업,9,4Q
09년09월(3Q),35800.0,411196.0,93299.0,16065.0,9311.0,20968.0,65248.0,0.55,68.86,10.02,17.22,9.16,20.33,한국전력,공기업,9,3Q
09년06월(2Q),29650.0,402124.0,73654.0,2336.0,2398.0,2802.0,63834.0,0.46,69.73,7.62,3.17,2.39,7.12,한국전력,공기업,9,2Q
09년03월(1Q),25450.0,400006.0,83591.0,-17638.0,-8822.0,-17304.0,63504.0,0.4,69.72,4.27,-21.1,-8.72,-17.99,한국전력,공기업,9,1Q
08년12월(4Q),29600.0,409389.0,81814.0,-21662.0,-21633.0,-7870.0,64967.0,0.46,63.34,13.48,-26.48,-20.62,-21.83,한국전력,공기업,8,4Q
08년09월(3Q),30500.0,429775.0,84803.0,-3657.0,-3253.0,2926.0,68144.0,0.45,55.99,4.74,-4.31,-3.02,-0.72,한국전력,공기업,8,3Q
