결산년도,주가,자본총계,매출액,영업이익,당기순익,영업흐름,BPS,PBR,부채율,매출증가,영익률,지배ROE,매출이익,company,inudstry,year,quarter
13년12월(4Q),47300.0,298551.0,31192.0,4618.0,3756.0,16882.0,56745.0,0.83,942.67,-7.45,4.81,4.95,17.71,신한지주,은행,13,4Q
13년09월(3Q),43650.0,295383.0,31258.0,7594.0,5649.0,17002.0,56110.0,0.78,974.52,-11.75,15.95,7.75,34.7,신한지주,은행,13,3Q
13년06월(2Q),37600.0,290803.0,31533.0,7434.0,5923.0,7290.0,55169.0,0.68,998.09,-10.48,17.28,8.34,38.27,신한지주,은행,13,2Q
13년03월(1Q),40400.0,285260.0,31931.0,6674.0,5226.0,-52169.0,54626.0,0.74,999.57,-10.4,14.81,7.28,35.65,신한지주,은행,13,1Q
12년12월(4Q),38850.0,289131.0,33701.0,5289.0,3530.0,65635.0,54341.0,0.71,954.67,-6.03,17.82,4.73,57.02,신한지주,은행,12,4Q
12년09월(3Q),37950.0,285899.0,35422.0,7148.0,5946.0,-8183.0,53835.0,0.7,980.08,0.63,14.46,8.57,35.85,신한지주,은행,12,3Q
12년06월(2Q),39700.0,278755.0,35223.0,8694.0,6745.0,28244.0,52372.0,0.76,964.46,2.67,15.17,10.1,30.43,신한지주,은행,12,2Q
12년03월(1Q),43750.0,271146.0,35636.0,10649.0,8698.0,4988.0,50790.0,0.86,991.36,9.86,17.67,13.49,29.4,신한지주,은행,12,1Q
11년12월(4Q),39750.0,268588.0,35862.0,6732.0,5508.0,-11153.0,46117.0,0.86,972.43,10.25,-25.95,7.81,-68.76,신한지주,은행,11,4Q
11년09월(3Q),42000.0,299391.0,35200.0,9694.0,7475.0,42185.0,51945.0,0.81,876.26,9.22,13.24,10.36,24.62,신한지주,은행,11,3Q
11년06월(2Q),50900.0,293556.0,34307.0,12726.0,10060.0,-40298.0,50852.0,1.0,868.61,6.29,17.09,14.84,23.9,신한지주,은행,11,2Q
11년03월(1Q),49850.0,275743.0,32438.0,12572.0,9684.0,23377.0,48483.0,1.03,912.16,1.21,17.42,14.84,23.76,신한지주,은행,11,1Q
09년12월(4Q),43200.0,207284.0,280.0,2567.0,2564.0,-542.0,39311.0,1.1,30.84,-28.06,66.51,5.01,-17.31,신한지주,은행,9,4Q
09년09월(3Q),47000.0,201923.0,312.0,4918.0,4918.0,-200.0,38294.0,1.23,33.55,-11.04,79.8,9.9,-11.35,신한지주,은행,9,3Q
09년06월(2Q),32250.0,195337.0,395.0,4292.0,4396.0,270.0,36402.0,0.89,35.03,14.38,77.55,9.18,-12.56,신한지주,은행,9,2Q
09년03월(1Q),24600.0,187826.0,398.0,1185.0,1185.0,551.0,35002.0,0.7,41.11,47.46,48.42,2.6,-31.4,신한지주,은행,9,1Q
08년12월(4Q),29700.0,176059.0,390.0,2778.0,2848.0,5149.0,36267.0,0.79,47.19,118.61,75.37,6.45,-18.58,신한지주,은행,8,4Q
08년09월(3Q),41900.0,177256.0,350.0,3239.0,3239.0,-395.0,36513.0,1.1,40.77,68.69,71.01,7.16,-12.78,신한지주,은행,8,3Q
08년06월(2Q),47300.0,184721.0,345.0,7910.0,7913.0,340.0,37152.0,1.22,36.9,106.02,88.25,17.46,-6.2,신한지주,은행,8,2Q
08년03월(1Q),52300.0,177823.0,270.0,6204.0,6204.0,12386.0,35764.0,1.4,46.62,-56.45,84.41,13.88,-9.9,신한지주,은행,8,1Q
07년12월(4Q),53500.0,179778.0,178.0,2253.0,2257.0,-724.0,36158.0,1.42,40.88,-0.88,71.01,5.02,-23.73,신한지주,은행,7,4Q
07년09월(3Q),59800.0,180192.0,208.0,5254.0,5242.0,-723.0,36241.0,1.58,40.7,-0.05,83.47,12.08,-11.2,신한지주,은행,7,3Q
07년06월(2Q),56200.0,166912.0,167.0,6863.0,6866.0,-622.0,34001.0,1.59,43.66,-14.73,87.16,17.1,-8.02,신한지주,은행,7,2Q
07년03월(1Q),54000.0,154310.0,620.0,9372.0,9598.0,4675.0,31434.0,1.65,40.36,198.78,92.3,28.66,-0.06,신한지주,은행,7,1Q
06년12월(4Q),47500.0,113615.0,180.0,2687.0,2689.0,4951.0,25407.0,1.79,32.06,-21.02,84.03,9.67,-6.23,신한지주,은행,6,4Q
06년09월(3Q),42650.0,108972.0,208.0,4987.0,5102.0,-596.0,24368.0,1.68,28.09,-13.37,91.44,19.54,-2.56,신한지주,은행,6,3Q
06년06월(2Q),44500.0,99945.0,196.0,5801.0,5803.0,-191.0,22916.0,1.86,33.7,-19.81,93.3,23.82,-1.34,신한지주,은행,6,2Q
06년03월(1Q),43500.0,94909.0,207.0,4733.0,4734.0,-110.0,21762.0,1.92,35.46,-15.54,91.59,19.29,-1.6,신한지주,은행,6,1Q
05년12월(4Q),41050.0,101370.0,228.0,4669.0,4662.0,1592.0,23243.0,1.7,22.94,-13.47,91.43,19.71,-1.51,신한지주,은행,5,4Q
05년09월(3Q),36300.0,87871.0,240.0,4073.0,4074.0,-1991.0,20050.0,1.74,30.32,-18.56,90.95,19.25,-1.09,신한지주,은행,5,3Q
05년06월(2Q),26900.0,81431.0,245.0,4700.0,4704.0,-237.0,18581.0,1.39,29.66,-17.17,92.52,24.05,-0.59,신한지주,은행,5,2Q
05년03월(1Q),27200.0,75012.0,246.0,3877.0,3881.0,-225.0,17116.0,1.53,35.43,-15.09,91.5,20.36,-0.74,신한지주,은행,5,1Q
04년12월(4Q),23400.0,77473.0,263.0,2827.0,2557.0,-8.0,17677.0,1.27,30.01,-2.95,88.03,13.91,-0.94,신한지주,은행,4,4Q
04년09월(3Q),19900.0,69630.0,294.0,3240.0,3242.0,-19.0,16294.0,1.17,35.54,3.72,88.76,19.03,-0.69,신한지주,은행,4,3Q
04년06월(2Q),16800.0,66658.0,296.0,3242.0,3243.0,-45.0,15599.0,1.03,35.72,9.42,89.3,19.92,-0.48,신한지주,은행,4,2Q
04년03월(1Q),21100.0,63588.0,289.0,1457.0,1461.0,-70.0,15447.0,1.31,39.85,89.62,75.43,9.37,-0.74,신한지주,은행,4,1Q
03년12월(4Q),19050.0,61176.0,271.0,1079.0,1040.0,-209.0,14861.0,1.23,35.58,190.22,111.41,6.89,1.13,신한지주,은행,3,4Q
03년09월(3Q),15600.0,59545.0,284.0,1559.0,1558.0,175.0,14472.0,1.03,31.3,372.36,68.14,12.59,0.63,신한지주,은행,3,3Q
03년06월(2Q),12450.0,39513.0,270.0,448.0,460.0,-53.0,12657.0,0.94,50.87,404.71,55.49,4.74,2.07,신한지주,은행,3,2Q
03년03월(1Q),10300.0,38089.0,153.0,563.0,564.0,-36.0,12201.0,0.81,42.83,285.12,70.42,5.77,1.21,신한지주,은행,3,1Q
02년12월(4Q),12400.0,40102.0,93.0,1515.0,1704.0,38.75,12846.0,0.93,19.32,1151.08,92.3,17.16,0.37,신한지주,은행,2,4Q
02년09월(3Q),13850.0,39318.0,60.0,1234.0,1097.0,38.75,12595.0,1.06,13.5,6.415,89.43,11.14,0.37,신한지주,은행,2,3Q
02년06월(2Q),17000.0,39451.0,54.0,1369.0,1334.0,38.75,12638.0,1.29,8.15,6.415,94.75,13.67,0.76,신한지주,은행,2,2Q
02년03월(1Q),17250.0,38620.0,40.0,1904.0,1904.0,38.75,12372.0,1.34,8.82,6.415,96.78,19.92,0.42,신한지주,은행,2,1Q
01년12월(4Q),17550.0,37878.0,7.0,2208.0,2208.0,-28.0,12134.0,1.39,4.44,6.415,97.45,24.33,-0.15,신한지주,은행,1,4Q
19년09월(3Q),20400.0,1470.0,314.0,68.0,59.0,51.0,6020.0,3.39,24.23,34.44,21.8,16.4,68.8,씨젠,바이오,19,3Q
19년06월(2Q),26400.0,1410.0,293.0,46.0,102.0,73.0,5793.0,4.56,29.51,18.34,15.84,29.94,68.52,씨젠,바이오,19,2Q
19년03월(1Q),21900.0,1313.0,275.0,58.0,50.0,83.0,5424.0,4.04,24.65,15.06,21.14,15.34,70.89,씨젠,바이오,19,1Q
18년12월(4Q),16000.0,1284.0,303.0,50.0,56.0,16.0,5307.0,3.01,27.62,16.51,16.48,17.21,63.86,씨젠,바이오,18,4Q
18년09월(3Q),24750.0,1346.0,234.0,29.0,24.0,38.0,5545.0,4.46,20.58,16.4,12.2,6.79,68.95,씨젠,바이오,18,3Q
18년06월(2Q),27900.0,1479.0,248.0,17.0,13.0,19.0,6053.0,4.61,21.46,12.27,6.96,3.6,66.25,씨젠,바이오,18,2Q
18년03월(1Q),34850.0,1415.0,239.0,11.0,14.0,66.0,5811.0,6.0,22.31,14.69,4.44,4.31,66.24,씨젠,바이오,18,1Q
17년12월(4Q),33500.0,1173.0,260.0,-10.0,9.0,55.0,4885.0,6.86,33.68,28.92,-3.77,2.69,69.97,씨젠,바이오,17,4Q
17년09월(3Q),27500.0,1411.0,201.0,15.0,13.0,-41.0,5792.0,4.75,31.83,12.79,7.68,3.69,72.24,씨젠,바이오,17,3Q
17년06월(2Q),37750.0,1424.0,221.0,35.0,15.0,6.0,5730.0,6.59,49.97,19.07,16.01,4.08,62.78,씨젠,바이오,17,2Q
17년03월(1Q),32900.0,1409.0,208.0,35.0,-3.0,82.0,5675.0,5.8,48.23,20.84,16.63,-1.01,66.18,씨젠,바이오,17,1Q
16년12월(4Q),34950.0,1422.0,202.0,25.0,44.0,51.0,5725.0,6.1,45.97,18.7,12.33,12.53,69.0,씨젠,바이오,16,4Q
16년09월(3Q),35700.0,1371.0,178.0,29.0,-5.0,54.0,5531.0,6.45,45.2,16.7,16.24,-1.48,73.48,씨젠,바이오,16,3Q
16년06월(2Q),33100.0,1381.0,185.0,28.0,20.0,36.0,5569.0,5.94,45.02,12.58,14.95,5.96,71.94,씨젠,바이오,16,2Q
16년03월(1Q),33600.0,1365.0,172.0,19.0,12.0,25.0,5509.0,6.1,43.68,4.66,11.27,3.6,70.43,씨젠,바이오,16,1Q
15년12월(4Q),37850.0,1353.0,170.0,23.0,1.0,-46.0,5463.0,6.93,43.42,8.31,13.65,0.22,71.78,씨젠,바이오,15,4Q
15년09월(3Q),41400.0,1348.0,152.0,14.0,30.0,-8.0,5445.0,7.6,43.34,1.98,8.94,9.81,75.34,씨젠,바이오,15,3Q
15년06월(2Q),41100.0,1126.0,165.0,19.0,20.0,23.0,4681.0,8.78,31.81,-1.61,11.85,7.54,66.8,씨젠,바이오,15,2Q
15년03월(1Q),37450.0,961.0,165.0,30.0,17.0,23.0,4120.0,9.09,50.92,-3.54,18.27,7.15,73.42,씨젠,바이오,15,1Q
14년12월(4Q),32550.0,948.0,157.0,21.0,25.0,53.0,4069.0,8.0,45.99,-3.79,13.46,10.72,72.78,씨젠,바이오,14,4Q
14년09월(3Q),55400.0,921.0,149.0,25.0,24.0,16.0,3958.0,9.37,50.84,-0.74,17.04,10.75,73.56,씨젠,바이오,14,3Q
14년06월(2Q),57600.0,901.0,167.0,37.0,18.0,51.0,3881.0,9.93,51.29,17.96,22.37,7.94,74.38,씨젠,바이오,14,2Q
14년03월(1Q),53200.0,869.0,171.0,27.0,24.0,-53.0,3768.0,9.45,50.15,26.74,15.95,11.38,70.25,씨젠,바이오,14,1Q
13년12월(4Q),59000.0,855.0,163.0,38.0,23.0,26.0,3715.0,10.63,52.17,1.21,23.18,12.81,75.92,씨젠,바이오,13,4Q
13년09월(3Q),56200.0,583.0,151.0,43.0,24.0,-12.0,2694.0,13.96,62.69,20.88,28.47,16.92,76.51,씨젠,바이오,13,3Q
13년06월(2Q),50400.0,555.0,142.0,37.0,34.0,-21.0,2581.0,13.07,66.78,8.75,25.84,27.41,77.84,씨젠,바이오,13,2Q
13년03월(1Q),70000.0,440.0,135.0,24.0,25.0,-22.0,2133.0,21.96,102.08,33.02,17.55,23.36,65.76,씨젠,바이오,13,1Q
12년12월(4Q),76300.0,419.0,161.0,35.0,21.0,20.0,2041.0,20.07,99.38,35.42,22.01,21.09,62.81,씨젠,바이오,12,4Q
12년09월(3Q),76400.0,395.0,125.0,22.0,17.0,-11.0,1943.0,21.12,101.93,20.17,17.54,17.43,64.93,씨젠,바이오,12,3Q
12년06월(2Q),51900.0,379.0,130.0,39.0,30.0,20.0,1876.0,14.86,102.32,43.22,30.26,29.85,70.94,씨젠,바이오,12,2Q
12년03월(1Q),69900.0,428.0,101.0,26.0,23.0,7.0,1756.0,21.38,84.48,25.83,25.23,21.6,75.62,씨젠,바이오,12,1Q
11년12월(4Q),74800.0,407.0,119.0,30.0,16.0,-20.0,1670.0,24.06,92.69,71.86,25.57,15.55,62.82,씨젠,바이오,11,4Q
11년09월(3Q),78600.0,391.0,104.0,34.0,45.0,14.0,1604.0,26.32,20.92,59.39,33.12,48.19,78.3,씨젠,바이오,11,3Q
11년06월(2Q),44250.0,350.0,91.0,19.0,17.0,-15.0,1434.0,16.57,23.87,41.85,20.51,19.63,67.09,씨젠,바이오,11,2Q
11년03월(1Q),38000.0,334.0,80.0,18.0,17.0,-8.0,1379.0,14.8,31.2,69.54,22.41,20.43,64.9,씨젠,바이오,11,1Q
19년12월(4Q),238000.0,228235.0,44106.0,1625.0,-452.0,11479.0,305327.0,0.78,95.46,1.35,3.68,-0.47,100.0,SK텔레콤,통신사,19,4Q
19년09월(3Q),241500.0,226566.0,45612.0,3021.0,2744.0,8384.0,306247.0,0.79,94.13,8.95,6.62,4.85,100.0,SK텔레콤,통신사,19,3Q
19년06월(2Q),259000.0,224298.0,44370.0,3228.0,2591.0,10312.0,303516.0,0.85,89.88,6.81,7.28,4.71,100.0,SK텔레콤,통신사,19,2Q
19년03월(1Q),251500.0,221191.0,43349.0,3226.0,3736.0,9687.0,299967.0,0.84,95.97,3.67,7.44,6.78,100.0,SK텔레콤,통신사,19,1Q
18년12월(4Q),269500.0,223493.0,43517.0,2253.0,4745.0,16537.0,302806.0,0.89,89.58,-3.24,5.18,8.74,100.0,SK텔레콤,통신사,18,4Q
18년09월(3Q),282000.0,221708.0,41864.0,3041.0,10498.0,4715.0,299126.0,0.94,72.24,-5.77,7.26,19.37,100.0,SK텔레콤,통신사,18,3Q
18년06월(2Q),233000.0,209087.0,41543.0,3469.0,9143.0,12201.0,284419.0,0.82,73.79,-4.4,8.35,18.11,100.0,SK텔레콤,통신사,18,2Q
18년03월(1Q),233500.0,199878.0,41815.0,3255.0,6934.0,9873.0,273100.0,0.85,80.78,-1.25,7.78,14.77,100.0,SK텔레콤,통신사,18,1Q
17년12월(4Q),267000.0,180292.0,44973.0,3104.0,6606.0,9127.0,248964.0,1.07,85.41,3.33,6.9,13.42,100.0,SK텔레콤,통신사,17,4Q
17년09월(3Q),255000.0,174761.0,44427.0,3924.0,7930.0,11304.0,242738.0,1.05,82.67,4.69,8.83,18.77,100.0,SK텔레콤,통신사,17,3Q
17년06월(2Q),266000.0,166752.0,43456.0,4233.0,6205.0,8823.0,233252.0,1.14,84.57,1.83,9.74,15.44,100.0,SK텔레콤,통신사,17,2Q
17년03월(1Q),252000.0,159125.0,42344.0,4105.0,5835.0,9304.0,223767.0,1.13,91.79,0.14,9.69,14.83,100.0,SK텔레콤,통신사,17,1Q
16년12월(4Q),224000.0,161164.0,43523.0,3020.0,4747.0,15329.0,225796.0,0.99,94.2,-0.62,6.94,12.48,100.0,SK텔레콤,통신사,16,4Q
16년09월(3Q),226000.0,155442.0,42438.0,4243.0,3221.0,8880.0,218440.0,1.03,90.14,-0.41,10.0,8.5,100.0,SK텔레콤,통신사,16,3Q
16년06월(2Q),215500.0,153675.0,42673.0,4074.0,2910.0,11487.0,216467.0,1.0,85.65,0.27,9.55,7.68,100.0,SK텔레콤,통신사,16,2Q
16년03월(1Q),208500.0,151152.0,42285.0,4021.0,5723.0,6736.0,213776.0,0.98,88.49,-0.28,9.51,15.12,100.0,SK텔레콤,통신사,16,1Q
15년12월(4Q),215500.0,153741.0,43793.0,4019.0,2935.0,11342.0,216875.0,0.99,85.91,2.11,9.18,7.7,100.0,SK텔레콤,통신사,15,4Q
15년09월(3Q),263000.0,156338.0,42614.0,4906.0,3818.0,12299.0,213931.0,1.23,82.67,-2.43,11.51,9.96,100.0,SK텔레콤,통신사,15,3Q
15년06월(2Q),250000.0,153176.0,42557.0,4129.0,3979.0,9484.0,210017.0,1.19,83.07,-1.15,9.7,10.72,100.0,SK텔레콤,통신사,15,2Q
15년03월(1Q),272500.0,150772.0,42403.0,4026.0,4427.0,4656.0,204163.0,1.33,84.55,0.91,9.5,12.32,100.0,SK텔레콤,통신사,15,1Q
14년12월(4Q),268000.0,152483.0,42890.0,4901.0,5034.0,13776.0,206159.0,1.3,83.24,-0.14,11.43,14.06,100.0,SK텔레콤,통신사,14,4Q
14년09월(3Q),290000.0,147441.0,43675.0,5366.0,5310.0,9237.0,200189.0,1.45,87.77,5.89,12.29,15.45,100.0,SK텔레콤,통신사,14,3Q
14년06월(2Q),236500.0,142032.0,43054.0,5461.0,4976.0,9866.0,193615.0,1.22,90.29,4.58,12.68,14.99,100.0,SK텔레콤,통신사,14,2Q
14년03월(1Q),215500.0,138250.0,42019.0,2524.0,2673.0,3894.0,188904.0,1.14,88.55,3.35,6.01,8.13,100.0,SK텔레콤,통신사,14,1Q
13년12월(4Q),230000.0,141666.0,42948.0,5097.0,2937.0,13767.0,193101.0,1.19,87.6,5.28,11.87,9.48,100.0,SK텔레콤,통신사,13,4Q
13년09월(3Q),218500.0,137830.0,41246.0,5514.0,5022.0,8073.0,189066.0,1.16,88.16,0.99,13.37,15.73,100.0,SK텔레콤,통신사,13,3Q
13년06월(2Q),210000.0,133765.0,41170.0,5454.0,4677.0,7004.0,183605.0,1.14,90.16,2.72,13.25,15.44,100.0,SK텔레콤,통신사,13,2Q
13년03월(1Q),180500.0,123677.0,40657.0,4045.0,3459.0,6741.0,173329.0,1.04,105.45,2.42,9.95,12.09,100.0,SK텔레콤,통신사,13,1Q
12년12월(4Q),152500.0,128548.0,40795.0,5225.0,5191.0,9153.0,176669.0,0.86,99.11,3.18,12.81,17.88,100.0,SK텔레콤,통신사,12,4Q
12년09월(3Q),147000.0,125589.0,40844.0,2927.0,1756.0,10819.0,172777.0,0.85,107.49,0.95,7.17,6.22,100.0,SK텔레콤,통신사,12,3Q
12년06월(2Q),125000.0,125006.0,40079.0,4156.0,1206.0,7812.0,171926.0,0.73,106.18,-0.44,10.37,5.03,100.0,SK텔레콤,통신사,12,2Q
12년03월(1Q),139500.0,123920.0,39697.0,4993.0,3004.0,12212.0,170327.0,0.82,114.23,1.76,12.58,10.66,100.0,SK텔레콤,통신사,12,1Q
11년12월(4Q),141500.0,127327.0,39536.0,4005.0,1955.0,18995.0,174280.0,0.81,91.37,-0.38,10.13,7.48,100.0,SK텔레콤,통신사,11,4Q
11년09월(3Q),149500.0,125739.0,40461.0,5576.0,3839.0,12645.0,172155.0,0.87,84.06,1.69,13.78,13.41,100.0,SK텔레콤,통신사,11,3Q
11년06월(2Q),161500.0,126051.0,40258.0,6962.0,4654.0,16358.0,170205.0,0.95,79.39,5.33,17.29,16.44,100.0,SK텔레콤,통신사,11,2Q
11년03월(1Q),163500.0,122870.0,39010.0,6413.0,5373.0,15066.0,166196.0,0.98,86.68,4.06,16.44,19.25,100.0,SK텔레콤,통신사,11,1Q
09년12월(4Q),169500.0,112415.0,31001.0,4431.0,2442.0,7090.0,163891.0,1.03,71.66,3.1,14.29,8.91,100.0,SK텔레콤,통신사,9,4Q
09년09월(3Q),182500.0,106961.0,30567.0,6188.0,4157.0,4490.0,157138.0,1.16,82.97,5.42,20.24,15.38,100.0,SK텔레콤,통신사,9,3Q
09년06월(2Q),174000.0,109324.0,30679.0,5534.0,3116.0,8176.0,160064.0,1.09,78.24,4.66,18.04,11.83,100.0,SK텔레콤,통신사,9,2Q
09년03월(1Q),192000.0,101369.0,28765.0,5640.0,3167.0,8085.0,150212.0,1.28,89.73,1.39,19.61,12.14,100.0,SK텔레콤,통신사,9,1Q
08년12월(4Q),209000.0,107290.0,30068.0,4688.0,2631.0,5190.0,157458.0,1.33,73.52,3.11,15.59,9.81,100.0,SK텔레콤,통신사,8,4Q
08년09월(3Q),205500.0,107263.0,28996.0,5041.0,3336.0,6445.0,156642.0,1.31,71.77,2.98,17.39,12.34,100.0,SK텔레콤,통신사,8,3Q
08년06월(2Q),190500.0,109082.0,29313.0,5330.0,2980.0,7623.0,158883.0,1.2,64.73,3.12,18.18,11.0,100.0,SK텔레콤,통신사,8,2Q
08년03월(1Q),186500.0,107737.0,28370.0,5540.0,3829.0,8927.0,157226.0,1.19,79.54,4.62,19.53,13.79,100.0,SK텔레콤,통신사,8,1Q
07년12월(4Q),249000.0,114375.0,29160.0,3107.0,660.0,11438.0,166010.0,1.5,58.63,5.66,10.66,2.35,98.74,SK텔레콤,통신사,7,4Q
07년09월(3Q),210000.0,110185.0,28156.0,5366.0,7768.0,6819.0,160522.0,1.31,57.74,3.8,19.06,29.37,99.29,SK텔레콤,통신사,7,3Q
07년06월(2Q),213000.0,101415.0,28426.0,6622.0,4033.0,8654.0,149721.0,1.42,63.1,7.74,23.3,16.51,99.43,SK텔레콤,통신사,7,2Q
07년03월(1Q),191500.0,94050.0,27117.0,6620.0,3963.0,10297.0,140651.0,1.36,68.31,6.75,24.41,16.94,99.6,SK텔레콤,통신사,7,1Q
06년12월(4Q),222500.0,93064.0,27598.0,5391.0,2793.0,10150.0,139436.0,1.6,69.93,5.07,19.53,12.42,99.44,SK텔레콤,통신사,6,4Q
06년09월(3Q),201500.0,86844.0,27125.0,7581.0,4568.0,7940.0,131883.0,1.53,72.77,4.51,27.95,21.3,99.57,SK텔레콤,통신사,6,3Q
06년06월(2Q),204000.0,84708.0,26383.0,6193.0,3733.0,7761.0,127551.0,1.6,77.0,4.4,23.47,18.0,99.7,SK텔레콤,통신사,6,2Q
06년03월(1Q),192500.0,81203.0,25403.0,6679.0,3372.0,9050.0,123576.0,1.56,77.16,5.32,26.29,16.47,99.82,SK텔레콤,통신사,6,1Q
05년12월(4Q),181000.0,82579.0,26266.0,6548.0,4480.0,11727.0,125248.0,1.45,75.85,5.7,24.93,22.2,99.86,SK텔레콤,통신사,5,4Q
05년09월(3Q),202500.0,78861.0,25955.0,6709.0,5879.0,7234.0,120730.0,1.68,79.68,6.62,25.85,31.07,99.83,SK텔레콤,통신사,5,3Q
05년06월(2Q),182000.0,72492.0,25272.0,7134.0,4671.0,9764.0,112988.0,1.61,90.45,6.0,28.23,26.55,99.9,SK텔레콤,통신사,5,2Q
05년03월(1Q),171000.0,68263.0,24119.0,6145.0,3684.0,4717.0,107848.0,1.59,107.36,0.47,25.48,21.12,99.92,SK텔레콤,통신사,5,1Q
04년12월(4Q),197000.0,71271.0,24848.0,5944.0,3481.0,12532.0,111504.0,1.77,96.72,0.18,23.92,20.07,99.87,SK텔레콤,통신사,4,4Q
04년09월(3Q),175500.0,67488.0,24343.0,6113.0,3955.0,4421.0,106906.0,1.64,105.76,1.0,25.11,24.17,99.94,SK텔레콤,통신사,4,3Q
04년06월(2Q),190000.0,63426.0,23840.0,4627.0,2987.0,6080.0,101969.0,1.86,112.68,-0.12,19.41,19.31,99.97,SK텔레콤,통신사,4,2Q
04년03월(1Q),214500.0,60360.0,24006.0,6912.0,4525.0,1755.0,98243.0,2.18,122.24,7.04,28.79,30.22,99.99,SK텔레콤,통신사,4,1Q
03년12월(4Q),199000.0,59418.0,24804.0,6928.0,4332.0,14623.0,97098.0,2.05,125.11,4.85,27.93,30.21,99.87,SK텔레콤,통신사,3,4Q
03년09월(3Q),184000.0,55297.0,24102.0,8201.0,5103.0,10364.0,92089.0,2.0,143.47,8.39,34.03,36.96,99.73,SK텔레콤,통신사,3,3Q
03년06월(2Q),204000.0,55164.0,23869.0,8168.0,5506.0,7705.0,89414.0,2.28,135.53,12.99,34.22,42.13,99.81,SK텔레콤,통신사,3,2Q
03년03월(1Q),153000.0,49378.0,22427.0,7509.0,4487.0,98.0,82471.0,1.86,165.39,16.07,33.48,34.27,99.77,SK텔레콤,통신사,3,1Q
02년12월(4Q),229000.0,55369.0,23656.0,5930.0,1626.0,38.75,86698.0,2.64,129.75,38.34,25.07,10.9,98.79,SK텔레콤,통신사,2,4Q
02년09월(3Q),237000.0,63979.0,22236.0,7222.0,4440.0,38.75,85144.0,2.78,108.91,38.85,32.48,29.13,99.61,SK텔레콤,통신사,2,3Q
02년06월(2Q),269500.0,57946.0,21125.0,7054.0,4610.0,38.75,78378.0,3.44,124.08,41.4,33.39,32.51,99.62,SK텔레콤,통신사,2,2Q
02년03월(1Q),290000.0,55500.0,19322.0,6631.0,4436.0,38.75,75633.0,3.83,105.52,35.92,34.32,31.6,99.84,SK텔레콤,통신사,2,1Q
01년12월(4Q),268000.0,56823.0,17100.0,4720.0,2174.0,38.75,79730.0,3.36,87.04,18.75,27.6,14.77,99.91,SK텔레콤,통신사,1,4Q
01년09월(3Q),208000.0,60921.0,16014.0,6683.0,2907.0,38.75,77247.0,2.69,63.49,11.79,41.73,19.5,99.95,SK텔레콤,통신사,1,3Q
01년06월(2Q),191500.0,58374.0,14940.0,4393.0,2326.0,38.75,74391.0,2.57,55.42,0.34,29.41,15.23,99.98,SK텔레콤,통신사,1,2Q
01년03월(1Q),183000.0,63803.0,14217.0,6246.0,3997.0,38.75,71623.0,2.56,49.65,1.59,43.93,25.9,99.98,SK텔레콤,통신사,1,1Q
00년12월(4Q),253000.0,59660.0,14400.0,5002.0,2672.0,38.75,66975.0,3.78,51.75,1.59,34.74,18.18,99.98,SK텔레콤,통신사,0,4Q
00년09월(3Q),272000.0,57933.0,14326.0,5449.0,3127.0,38.75,65039.0,4.18,49.93,1.59,38.04,22.07,99.93,SK텔레콤,통신사,0,3Q
00년06월(2Q),365000.0,55397.0,14890.0,2834.0,1745.0,38.75,62194.0,5.87,43.22,1.59,19.03,14.82,99.87,SK텔레콤,통신사,0,2Q
00년03월(1Q),360000.0,38809.0,13994.0,3076.0,1962.0,38.75,46617.0,7.72,63.77,1.59,21.98,20.59,99.94,SK텔레콤,통신사,0,1Q
19년12월(4Q),62200.0,6133.0,4345.0,217.0,222.0,524.0,31969.0,1.95,96.09,-11.13,4.98,15.18,28.38,한샘,가구,19,4Q
19년09월(3Q),60000.0,5777.0,4105.0,71.0,43.0,-486.0,30980.0,1.94,78.61,-8.04,1.74,2.99,24.6,한샘,가구,19,3Q
19년06월(2Q),73300.0,5716.0,4109.0,84.0,46.0,178.0,30719.0,2.39,91.75,-18.67,2.06,3.26,29.04,한샘,가구,19,2Q
19년03월(1Q),91800.0,5666.0,4425.0,185.0,116.0,578.0,30506.0,3.01,98.89,-9.32,4.19,8.11,29.36,한샘,가구,19,1Q
18년12월(4Q),67400.0,5745.0,4889.0,197.0,446.0,-542.0,30841.0,2.19,63.66,-0.22,4.02,32.28,26.58,한샘,가구,18,4Q
18년09월(3Q),76600.0,5323.0,4463.0,102.0,98.0,358.0,29050.0,2.64,81.47,-19.74,2.29,7.43,26.03,한샘,가구,18,3Q
18년06월(2Q),105000.0,5242.0,5052.0,174.0,169.0,212.0,28705.0,3.66,79.62,0.37,3.44,13.14,27.08,한샘,가구,18,2Q
18년03월(1Q),154500.0,5065.0,4880.0,87.0,186.0,609.0,27952.0,5.53,102.68,-4.89,1.79,14.66,26.4,한샘,가구,18,1Q
17년12월(4Q),180000.0,5076.0,4900.0,346.0,183.0,-186.0,28000.0,6.43,92.21,-12.12,7.06,14.6,27.28,한샘,가구,17,4Q
17년09월(3Q),151500.0,4984.0,5561.0,398.0,271.0,614.0,27607.0,5.49,105.48,12.63,7.16,22.43,29.94,한샘,가구,17,3Q
17년06월(2Q),184000.0,4696.0,5033.0,271.0,197.0,144.0,26385.0,6.97,102.65,11.28,5.39,16.59,28.75,한샘,가구,17,2Q
